,id,Name,Catagory,Description,Veg_non,Nutrient,Diet,Cluster
22,0.07006369426751592,couscous with ratatouille - tangy tomato sauce                                ,sauce       ,"for the cous cous:, plain couscous, extra virgin olive oil, vegetable stock, herbs (basil, parsley, thyme, cilantro work best), for the ratatouille:, olive oil (regular not extra virgin), red onions, aubergines (cut in to 3 cm cubes), zucchini (cut in to 3 cm cubes), garlic cloves, ground cumin, sweet paprika, tomato paste, salt                                                                                                                                                                                                                            ",1,chloride      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet                                                                           ,0
23,0.0732484076433121,baked almond kofta                                                            ,kofta       ,"potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, egg, salt, pepper, eggs, refined flour (for rolling), dried breadcrumbs (for rolling)                                                                                                                                                                                                                                                                                                                                                                                                  ",1,calcium       ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,4
24,0.07643312101910828,almond and amaranth ladoo                                                     ,ladoo       ,"popped amaranth seeds, jaggery, almonds (slivered, unpeeled)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",1,calcium       ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet                                                                                                               ,4
25,0.07961783439490445,moong dal kiwi coconut soup                                                   ,soup        ,"Dusted moong dal boiled with salt, kiwi, coconut cream, oil, bay leaves, cumin, black pepper, garlic cloves, onion, turmeric powder, curry powder, salt, fresh coriander                                                                                                                                                                                                                                                                                                                                                                                              ",1,sodium        ,alkaline_diet paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet                                                                                                      ,4
26,0.08280254777070063,vegetable som tam salad                                                       ,salad       ,"Peanuts, Carrots, French Beans, Cherry Tomatoes, Garlic, Crushed Mix Chili, Som Tam Dressing, Peanuts (Crushed), Peanuts                                                                                                                                                                                                                                                                                                                                                                                                                                              ",1,fiber         ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,1
27,0.08598726114649681,green lentil dessert fudge                                                    ,dessert     ,"Whole green moong dal, desi ghee, milk, jaggery, cardamom powder, almonds                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",1,iron          ,alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet dash_diet                                                                                                            ,0
28,0.08917197452229299,mixed berry &amp; banana smoothie                                             ,smoothie    ,"Frozen mixed berries, ripe banana, fresh orange juice, low fat yogurt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",1,selenium      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet                                                                                                          ,6
29,0.09235668789808917,banana walnut smoothie                                                        ,smoothie    ,"Low fat yogurt, banana, walnuts, seeds (flaxseeds and chia seeds), honey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",1,selenium      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet                                                                                                                    ,4
30,0.09554140127388536,red rice poha                                                                 ,poha        ,"Onion, Pepper, Button Mushroom, Wild Mushroom, White Wine, Tomato, Sage Leaf, Red Poha, Truffle Oil, Rosemary                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",1,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet                                                                                                                     ,2
31,0.09872611464968153,mixed salad with lotus root                                                   ,salad       ,"Iceberg lettuce, lollo rosso, endive lettuce, red cabbage, lotus root, pumpkin, yam beans, shallots, pomegranate, shallot oil, pomelo, lemongrass sauce                                                                                                                                                                                                                                                                                                                                                                                                               ",1,fiber         ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet                                                                                   ,6
32,0.10191082802547771,sweet potato and quinoa bowl                                                  ,potato      ,"Sweet potato cubes, coconut, onion, quinoa (cooked), raisins, cashews, black pepper powder, cayenne, bay leaf, salt                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",1,protien       ,alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                        ,4
33,0.10509554140127389,corn and raw mango salad                                                      ,salad       ,"Corn kernels, onion, green onion, red capsicum, raw mango (pieces), celery stock (pieces), cherry tomatoes, pineapple (pieces), parsley, coriander, basil leaves, black olives, lemon juice, olives Oil, Black Salt, White Chilli Powder, Taco Shell                                                                                                                                                                                                                                                                                                                  ",1,fiber         ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet                                                                            ,0
34,0.10828025477707007,oats khichdi                                                                  ,khichdi     ,"Quick Cooking Oats, Moong Dal, Cumin, Turmeric Powder, Red Chilli Powder, Onion, Tomato, Carrot, Green Peas, Ginger, Green Chillies, Salt, Extra Virgin Olive Oil, Water, Coriander                                                                                                                                                                                                                                                                                                                                                                                   ",1,protien       ,high_protien_diet dash_diet gluten_free_diet                                                                                                                                            ,4
35,0.11146496815286625,sugar free modak                                                              ,snacks      ,"seedless dates, almonds, cashew nuts, walnuts, raisins, dry coconut, poppy seeds, ghee                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",1,carbohydrates ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet                                                                        ,0
36,0.11464968152866242,beetroot modak                                                                ,snacks      ,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)                                                                                                                                                                                                                                                                                                                                                                  ",1,selenium      ,vegan_diet low_fat_diet ketogenic_diet                                                                                                                                                  ,4
37,0.1178343949044586,almond and chicken momos (without shell)                                      ,snacks      ,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)                                                                                                                                                                                                                                                                                                                                                                                                                ",0,calcium       ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                        ,4
38,0.12101910828025478,christmas chocolate fudge cookies                                             ,cookie      ,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",1,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1
39,0.12420382165605096,chocolate nero cookies                                                        ,cookie      ,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar                                                                                                                                                                                                                                                                                                                                                                                                                                              ",1,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1
40,0.12738853503184713,chocolate appo                                                                ,snacks      ,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter                                                                                                                                                                                                                                                                                                                                                                                                                                  ",1,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1
41,0.1305732484076433,lemon honey glazed sous vide corn on the cob                                  ,snacks      ,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer                                                                                                                                                                                                                                                                                                                                                                                                        ",0,protien       ,low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet                                                                                                               ,2
42,0.1337579617834395,sous-vide salmon tikka                                                        ,snacks      ,"norwegian salmon, black garlic pickle, butter, butchery bag, smoked yogurt, home made prawn crisp, edible flower, salt                                                                                                                                                                                                                                                                                                                                                                                                                                                ",0,calcium       ,high_protien_diet vegan_diet low_fat_diet ketogenic_diet                                                                                                                                ,0
43,0.13694267515923567,almond and cranberry poha                                                     ,snacks      ,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",1,iron          ,gluten_free_diet vegan_diet low_fat_diet high_fiber_diet                                                                                                                                ,4
44,0.14012738853503184,almond and raw banana galawat                                                 ,snacks      ,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter                                                                                                                                                                                                                                                                                                                                                                       ",1,selenium      ,alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                                 ,0
45,0.14331210191082802,baked namakpara with roasted almond dip                                       ,snacks      ,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water                                                                                                                                                                                                                                                                                                                                                                                                                             ",1,calcium       ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                 ,4
46,0.1464968152866242,grilled almond barfi (sugar free)                                             ,snacks      ,"khoya, sweetener (optional), almonds (crushed)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",1,calcium       ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet                                                                                                               ,4
47,0.14968152866242038,chocolate samosa                                                              ,snacks      ,"refined flour, desi ghee, black cardamom seeds, chocolate flutter_block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil                                                                                                                                                                                                                                                                                                                                                                                                                                     ",1,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1
48,0.15286624203821655,baked shankarpali recipe                                                      ,snacks      ,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee                                                                                                                                                                                                                                                                                                                                                                                                                     ",1,carbohydrates ,alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet                                                                                                            ,2
49,0.15605095541401273,dates and nuts ladoo                                                          ,snacks      ,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",1,vitamin_e     ,alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet                                                                            ,7
50,0.1592356687898089,fish with jamun sauce                                                         ,snacks      ,"Berries, sugar, chilli, garlic cloves, cumin powder, fish fillet, semolina, salt, spinach                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
51,0.1624203821656051,pesto fish kebabs                                                             ,snacks      ,"King fish cut into one inch pieces, red capsicum cut into one inch pieces, basil pesto, white wine vinegar, salt, cooking spray                                                                                                                                                                                                                                                                                                                                                                                                                                       ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
